Date,Open,High,Low,Close,Adj Close,Volume
2019-06-24,968.099976,968.400024,957.099976,964.099976,914.064880,1108671
2019-06-25,962.099976,962.799988,943.000000,952.450012,903.019531,766496
2019-06-26,947.299988,963.000000,930.150024,935.950012,887.375854,1008333
2019-06-27,924.099976,953.299988,912.400024,945.500000,896.430237,1178194
2019-06-28,943.500000,943.500000,921.099976,927.400024,879.269592,571667
2019-07-01,924.700012,933.150024,900.000000,903.650024,856.752136,576968
2019-07-02,902.000000,919.000000,896.099976,912.750000,865.379822,678782
2019-07-03,917.450012,926.599976,902.000000,905.500000,858.506165,810208
2019-07-04,904.000000,909.000000,890.500000,899.049988,852.390869,613031
2019-07-05,894.900024,902.450012,882.000000,888.549988,842.435791,388909
2019-07-08,850.099976,855.349976,759.000000,769.250000,746.121338,6006762
2019-07-09,772.599976,789.900024,735.200012,772.450012,769.224548,5395733
2019-07-10,770.000000,772.200012,754.349976,758.500000,755.332764,1552925
2019-07-11,764.799988,765.500000,754.150024,759.450012,756.278809,1195034
2019-07-12,767.000000,769.450012,751.000000,752.150024,749.009277,1181257
2019-07-15,758.000000,762.150024,743.099976,759.950012,756.776733,668345
2019-07-16,759.950012,761.000000,745.000000,748.400024,745.274963,901326
2019-07-17,758.000000,761.549988,741.049988,750.700012,747.565369,1128125
2019-07-18,695.400024,726.250000,670.950012,690.650024,687.766113,12637247
2019-07-19,705.000000,708.000000,661.349976,667.599976,664.812317,3987027
2019-07-22,670.000000,688.000000,652.049988,681.950012,679.102417,2588431
2019-07-23,680.049988,706.349976,680.049988,692.599976,689.707886,2322178
2019-07-24,693.000000,704.200012,671.049988,686.549988,683.683167,2134013
2019-07-25,684.000000,698.599976,682.200012,695.150024,692.247314,1343445
2019-07-26,691.549988,697.900024,683.000000,689.950012,687.069031,1181780
2019-07-29,690.000000,704.500000,688.349976,700.450012,697.525146,1100703
2019-07-30,703.500000,717.950012,679.599976,711.750000,708.777954,2631156
2019-07-31,711.000000,727.000000,700.400024,716.299988,713.308960,1889509
2019-08-01,716.000000,716.000000,685.000000,691.950012,689.060669,1190224
2019-08-02,691.799988,707.750000,675.000000,704.599976,701.657776,758317
2019-08-05,704.599976,716.450012,693.549988,707.599976,704.645264,758207
2019-08-06,700.000000,719.500000,700.000000,712.299988,709.325684,462628
2019-08-07,716.000000,758.000000,712.299988,745.299988,742.187866,2440146
2019-08-08,749.950012,752.500000,734.000000,747.799988,744.677429,790462
2019-08-09,750.000000,756.799988,740.549988,752.150024,749.009277,666075
2019-08-13,754.700012,755.000000,715.900024,721.450012,718.437500,966776
2019-08-14,729.900024,729.900024,693.000000,708.650024,705.690918,754339
2019-08-16,705.299988,706.750000,685.250000,699.799988,696.877869,791075
2019-08-19,699.799988,709.900024,699.099976,702.200012,699.267883,329205
2019-08-20,705.700012,726.200012,702.750000,708.299988,705.342346,766450
2019-08-21,710.500000,713.200012,696.799988,700.849976,697.923462,403803
2019-08-22,700.200012,703.799988,681.000000,693.299988,690.405029,465046
2019-08-23,698.000000,712.500000,689.049988,709.049988,706.089233,536201
2019-08-26,715.000000,722.299988,700.000000,706.250000,703.300964,362089
2019-08-27,706.000000,706.000000,678.000000,680.700012,677.857666,2124267
2019-08-28,678.000000,688.950012,670.250000,677.099976,674.272644,1276385
2019-08-29,681.000000,691.799988,671.000000,687.549988,684.679016,655855
2019-08-30,684.250000,690.900024,668.599976,688.599976,685.724609,1154057
2019-09-03,682.349976,703.700012,680.549988,684.299988,681.442566,605696
2019-09-04,680.000000,688.549988,674.500000,680.450012,677.608704,337060
2019-09-05,684.900024,697.000000,682.200012,694.400024,691.500427,390629
2019-09-06,697.000000,701.950012,682.000000,685.500000,682.637573,369792
2019-09-09,685.500000,688.750000,678.000000,682.750000,679.899048,329793
2019-09-11,685.799988,685.950012,676.200012,679.650024,676.812012,313220
2019-09-12,682.750000,683.900024,667.000000,670.349976,667.550842,455983
2019-09-13,671.000000,679.000000,669.049988,676.650024,673.824585,317919
2019-09-16,678.200012,686.799988,672.099976,681.799988,678.953003,436976
2019-09-17,681.799988,694.750000,677.000000,681.000000,678.156372,813338
2019-09-18,684.000000,712.000000,684.000000,699.950012,697.027283,1628539
2019-09-19,703.450012,705.000000,688.650024,690.950012,688.064819,638031
2019-09-20,694.299988,719.950012,683.500000,713.650024,710.670044,1144518
2019-09-23,713.150024,733.900024,690.700012,722.900024,719.881409,1082717
2019-09-24,723.000000,729.849976,714.099976,718.349976,715.350403,462440
2019-09-25,720.700012,724.700012,696.549988,700.400024,697.475403,553413
2019-09-26,703.900024,712.000000,692.000000,696.299988,693.392456,352882
2019-09-27,691.000000,717.000000,691.000000,707.849976,704.894226,602953
2019-09-30,710.000000,712.000000,691.799988,707.799988,704.844482,437734
2019-10-01,708.500000,725.000000,705.400024,720.900024,717.889771,714250
2019-10-03,720.000000,730.000000,711.700012,720.049988,717.043274,439989
2019-10-04,725.549988,727.000000,708.049988,711.700012,708.728210,422443
2019-10-07,715.000000,725.400024,704.599976,721.200012,718.188538,403984
